ACCOUNT_ID,ACCOUNT_NM,ACCOUNT_TYP_NM,CHURN_RSK_IND,CHURN_PROBABILITY,TERRITORY_SGMNT_NM,HAS_CMD_LINE,HAS_POWER_AUTOMATE,HAS_IMPORT_API,HAS_NATIVE_CONNECTOR,INTEGRATION_STATUS
0011O00002GJOxg,"Flagstar Bank, N.A.",Customer,Low,0.33,ENT,,,,,flat file or unidentified method
0011400001pYPdJ,Utilita Energy,Customer,Churning,0.46,UK,,,TRUE,,established integration method
0011O00002G4Kkw,The Granite Club Limited,Customer,Low,0.47,CAN,TRUE,,,,established integration method
0013000000qHwMB,Beck Supplies Inc.,Customer,Low,0,MM,,,TRUE,,established integration method
001OO00000Cx5ZX,Sessions Cannabis Retail Inc.,Customer,High,0.97,CAN,,,TRUE,TRUE,established integration method
0011400001qzHev,George M. Leader Family Corporation,Customer,Low,0.04,ENT,TRUE,,,TRUE,established integration method
0011400001qzOkY,Firan Technology Group Corp.,Customer,Medium,0.05,CAN,,,,TRUE,established integration method
0013000000qHxdY,Smart Technologies ULC,Customer,Medium,0.01,CAN,,,,,flat file or unidentified method
0011O00002D1qxI,Healthcare Businesswomen's Association,Customer,Low,0.12,SMB,,,TRUE,TRUE,established integration method
0011O00002E6WZH,First Help Financial,Customer,Medium,0,FINS,,,TRUE,TRUE,established integration method
0011O00002ONDlx,"GTY Technology Holdings, Inc. dba Euna Solutions",Customer,Low,0.02,MM,,TRUE,,TRUE,established integration method
0015Y00002c3E4j,Daiwa Capital Markets Europe Limited,Customer,Medium,0.05,UK,TRUE,,,,established integration method
0015Y00004T6Hym,Green Hill II BV,Customer,Low,0.2,Intl,,,TRUE,,established integration method
0011400001pYSHI,South Essex College of Further and Higher Education,Customer,Low,,UK,,,,,flat file or unidentified method
0011400001qzCr0,"Wells Fargo Bank, N.A",Customer,Medium,0,ENT,TRUE,,TRUE,,established integration method
0011O000022IPkq,"Capital City Home Loans, LLC",Customer,Medium,0.09,SUB,TRUE,,,,established integration method
0011O00002VPr3d,Proven Group Limited,Customer,Churning,0.98,Intl,,,,,flat file or unidentified method
0011O000022Kdsr,NCFE,Customer,Low,0.05,UK,TRUE,,,TRUE,established integration method
0015Y00002yPkYG,"ESG Energy Partners, LLC dba Crossbridge Energy Partners",Customer,Low,0,Intl,,TRUE,,TRUE,established integration method
0011O00002GJEBE,Schillings,Customer,Low,,UK,TRUE,,,,established integration method
0011O00002VPS5l,TCC Group,Former Customer,Churning,,UK,,,,,flat file or unidentified method
0015Y00003QOoH5,Konings NV,Customer,Medium,,Intl,,,,,flat file or unidentified method
0011O00002GJL4t,TegraGlobal,Former Customer,Churning,,ENT,,,,,flat file or unidentified method
0015Y00002mnHw2,Theory Wellness,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O0000250SpB,Resurrection Life Church,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002Ht9Zf,Bloomerang,Former Customer,Churning,,MM,,,,TRUE,established integration method
0015Y00003qW8YC,Immobilier Carbonleo Inc.,Former Customer,Churning,,CAN,,,TRUE,,established integration method
0015Y00002ZuxPe,Roberts Communities,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
0011400001s5EMN,"Woda Cooper Companies, Inc.",Former Customer,Churning,,FINS,TRUE,,,,established integration method
0011O000022JSKp,NuORDER Inc,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0015Y00004OF8DJ,Harrison Street Private Wealth LLC,Customer,Medium,0.55,FINS,,,,TRUE,established integration method
0011O00001yoCAo,Indiana Institute of Technology,Customer,Low,0,MM,TRUE,,,,established integration method
0011400001hvBZG,Mid Penn Bank,Customer,Medium,0.4,FINS,,,,,flat file or unidentified method
0011O00002VPDRJ,Davidson Homes,Customer,Low,0.04,MM,,,TRUE,,established integration method
0011400001pYIXR,Community First Solutions,Customer,Low,0,MM,,,,,flat file or unidentified method
001OO000007oOHh,Evertree Insurance LLC,Customer,Low,0.35,FINS,,,,TRUE,established integration method
0013000000qHvRu,Coast Capital Savings Federal Credit Union,Customer,Low,0.01,CAN,TRUE,,,,established integration method
0011400001qzFi6,"North American Science Associates, Inc.",Customer,Medium,0.02,ENT,,TRUE,,TRUE,established integration method
0015Y00002lxM67,KORE Power,Former Customer,Churning,0.99,SMB,,,TRUE,,established integration method
0015Y00003YlEwj,Surrey County Cricket Club,Customer,Low,0,UK,,,,TRUE,established integration method
001OO00000UdHJ9YAN,ManageMy,Customer,Low,0.03,UK,,,,,flat file or unidentified method
0011400001gzLco,Eagle Transport Corp.,Customer,Low,0.07,MM,,,,TRUE,established integration method
0015Y00002p59za,Larian Group Holdings Ltd.,Customer,Low,0.18,Intl,,,,,flat file or unidentified method
001a000001UxoGG,"Russell Cellular, Inc.",Customer,High,0.57,ENT,,,,TRUE,established integration method
0011O000024ylz0,All World Machinery Supply Inc,Customer,Low,0.03,SMB,,,TRUE,,established integration method
0011O0000241oW1,Systems & Technology Research,Customer,High,0.02,MM,TRUE,,,,established integration method
0015Y00003Dku3Y,Sportfondsen Nederland B.V.,Customer,High,0,Intl,TRUE,,,,established integration method
0011400001qzA5R,Capgemini Government Solutions LLC,Customer,Medium,0,Intl,TRUE,,TRUE,,established integration method
0011O00002H1EDF,Charm Jewelry Limited,Customer,Medium,0.29,CAN,TRUE,,,,established integration method
0015Y00002vaztO,Lilac Solutions Inc.,Customer,Medium,0.14,MM,TRUE,,,TRUE,established integration method
001a000001UxnUG,"Liaison International, Inc.",Customer,Medium,0.16,MM,TRUE,,,TRUE,established integration method
0011O000024zG2Y,Crieff Hydro Limited,Customer,Low,0.2,UK,,TRUE,,,established integration method
0011O00002VQFJd,Signal Peak Silica LLC,Former Customer,Churning,,MM,,TRUE,TRUE,,established integration method
0015Y00002ZucUZQAZ,The Motz Corporation,Customer,Low,,SMB,,,,,flat file or unidentified method
0011O000027Bpt3QAC,Caymus Vineyards,Customer,Low,,MM,,,,,flat file or unidentified method
0011O00002GZPOr,CityVet,Former Customer,Churning,,SMB,,,,TRUE,established integration method
0011400001s4wyyAAA,"Detemple Company, Inc.",Customer,Low,,SMB,,,,,flat file or unidentified method
0011O00002BmZyg,"6sense Insights, Inc.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y00003gwzoXQAQ,Titan Motorsport And Automotive Engineering,Customer,Low,,UK,,,,,flat file or unidentified method
0011400001qz8iDAAQ,"Accretive Technology Group, Inc.",Customer,Low,,MM,,,TRUE,,established integration method
0011O00002OMDrP,Kill Cliff Inc.,Former Customer,High,,SMB,,,,,flat file or unidentified method
0015Y00002Zv5CN,Prime Properties Inc,Former Customer,High,,FINS,TRUE,TRUE,,,established integration method
0011O00001yoCAd,Onit,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011400001s5Byy,Alabama One Credit Union,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
0011O00002GJP1i,The East Texas Food Bank,Customer,Low,,SMB,TRUE,,,,established integration method
0011400001fMmUc,The Lemoine Company LLC,Customer,High,,MM,,,TRUE,,established integration method
0011400001s5BzK,Aldea Children & Family Services,Former Customer,High,,SMB,,,,,flat file or unidentified method
0013000000qI0Cy,Andersen Tax LLC,Former Customer,High,,ENT,,,,,flat file or unidentified method
001OO00000HyLJA,eLife,Customer,Low,,UK,,,,,flat file or unidentified method
0011400001qz8Vb,Environmental Chemical Corp.,Customer,Low,0.08,MM,TRUE,,,,established integration method
0011O00002VNlYl,LightBox Parent L.P.,Customer,Low,0,MM,,TRUE,TRUE,TRUE,established integration method
0015Y00004T63vt,Paragon Therapeutics,Customer,High,0.04,SMB,,,TRUE,TRUE,established integration method
0011O00001zxjjS,Live Learning Technologies Shared Resources LLC,Customer,Medium,0.04,ENT,,,,TRUE,established integration method
0011400001qzBxU,Bradley Corp.,Customer,Medium,0.29,MM,TRUE,,,,established integration method
0011400001qz5rJ,"Audax Management Company, LLC",Customer,Medium,0.03,ENT,,,,TRUE,established integration method
0011O00002AMfiw,Nashville Soccer Holdings LLC,Customer,Low,0.01,MM,,,,TRUE,established integration method
0011400001qzFxo,"Sekisui Kydex, LLC",Customer,Medium,0.21,MM,TRUE,,,,established integration method
0011400001qzCQe,ClarkDietrich Building Systems,Customer,Low,0.4,ENT,TRUE,,,,established integration method
0015Y00002lxabG,Howserv Services Ltd.,Customer,Medium,0.04,UK,,,,,flat file or unidentified method
0011O000024zO0C,"Goldbelt, Incorporated",Customer,Low,0.04,ENT,,,TRUE,,established integration method
0013000000qI0aL,Alticor Inc.,Customer,Medium,0.74,ENT,TRUE,,,,established integration method
0011O000022GxPl,Interac Corp.,Customer,Medium,0.11,CAN,,,TRUE,,established integration method
0011O00002OO0yC,First Mining Gold Corp.,Customer,High,0.42,CAN,TRUE,,,,established integration method
0011400001qzJvU,Investors Heritage Life Insurance Company,Customer,Low,0,FINS,,,TRUE,,established integration method
0015Y00004T4RG5,"Undefeated Tribe Operating Company, LLC",Customer,Medium,0,SMB,,TRUE,,TRUE,established integration method
0011400001pYPud,c2c Railway Limited,Customer,Low,0.06,UK,TRUE,TRUE,TRUE,,established integration method
0015Y00004eCOTm,ZMC,Customer,Low,0,FINS,,TRUE,TRUE,TRUE,established integration method
0011400001s5CKF,Ayres Associates Inc,Customer,Medium,0.03,MM,TRUE,TRUE,,,established integration method
0011O00002G0sIA,"Orthopaedic Solutions  Management, LLC",Customer,High,0.05,MM,TRUE,,,TRUE,established integration method
0015Y00003LZ3km,Sodexo Netherlands B.V.,Customer,High,0.57,Intl,,,,,flat file or unidentified method
0015Y00002yPdfj,"Passageways, Inc. d.b.a. OnBoard",Customer,Low,0.03,MM,,,,TRUE,established integration method
0011400001ZX8e8,"White Castle System, Inc.",Customer,Churning,0.27,ENT,TRUE,,,,established integration method
001OO00000B1dc6,Proxima Fusion GmbH,Customer,Low,,Intl,,,,,flat file or unidentified method
0011400001qzIS7,"Tower Engineering Professionals, Inc.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
001OO0000047ihz,Agrofina,Customer,Medium,,Intl,,,,,flat file or unidentified method
0015Y00002ZvCxN,McStain Constructors LLC,Former Customer,Churning,,SMB,TRUE,TRUE,,,established integration method
0011O00002Xfq6b,Kandji,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y00002yPdLB,"Soluna Holdings, Inc.",Customer,Low,0,SMB,TRUE,,TRUE,TRUE,established integration method
0011400001jGta0,Denver Broncos Team LLC,Customer,Low,0.01,MM,,,,TRUE,established integration method
0015Y00004eCUho,MSI Reproductive Choices,Customer,Low,0.09,UK,,,TRUE,,established integration method
0011400001lGRS8,Alberta-Pacific Forest Industries,Customer,Low,0,CAN,TRUE,,,,established integration method
0015Y00002yPrpE,Caerus UK 1 Limited,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001eefOy,Academic Partnerships,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011400001e30sS,Red Ventures,Former Customer,Churning,,ENT,,,,,flat file or unidentified method
0011O00002LmYne,iPlan LLC,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
001a000001UxnkI,"Mystery Ranch, Ltd.",Former Customer,Churning,,SUB,,,,,flat file or unidentified method
0011O00002FDYd3,Bounteous,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011400001ufTva,aPriori Technologies,Former Customer,Churning,,MM,,TRUE,,TRUE,established integration method
0011O000021LMPH,Vydia,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O00002Euqp5QAB,Baffinland Iron Mines Corporation,Customer,Low,,CAN,,,,,flat file or unidentified method
0011400001dPYeN,Apache Hose & Belting Company,Former Customer,Churning,,SUB,,,,,flat file or unidentified method
0011O000022KqYy,FM Systems Inc,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011O00002GJNCM,"Pond Lehocky Giordano Inc., and affiliates",Customer,Low,,MM,,,TRUE,TRUE,established integration method
0015Y00003B87fN,MAKEEN Energy,Customer,Low,,Intl,,,TRUE,,established integration method
0015Y00003DltM1,M.I. Integration,Customer,Medium,,CAN,,,,,flat file or unidentified method
001OO000003LObv,"Primary Peds Buyer, Inc",Customer,Low,,SMB,,,TRUE,TRUE,established integration method
001OO000004kVPv,Greyhill Asset Management Corp.,Customer,Low,,CAN,,,,TRUE,established integration method
0011O00002GJPPU,Flack Steel LLC-(d/b/a)Flack Global Metals,Customer,Low,,SMB,TRUE,,,,established integration method
0011O00002CgROa,Flowco Production Solutions,Customer,Medium,0.01,MM,TRUE,,,TRUE,established integration method
0015Y00002pzsRd,"Nobell Foods, Inc.",Customer,Medium,0.07,SMB,,,,TRUE,established integration method
0011O00002FaaWE,The Myers-Briggs Company,Customer,Churning,0.79,MM,TRUE,,,,established integration method
0011400001s5Bwt,Korry Electronics Co,Customer,High,0.14,SUB,TRUE,,,,established integration method
0011400001qzNmp,Elements,Customer,Low,0.07,MM,TRUE,,,TRUE,established integration method
0015Y00004JecgW,"Alexandra Lozano Immigration Law, PLLC",Customer,Low,0.08,MM,,,TRUE,TRUE,established integration method
0011400001qzHpc,Allentown Inc.,Customer,Low,0.68,MM,,,TRUE,,established integration method
0011400001s5DgF,Episcopal Communities & Services,Customer,Low,0.02,SMB,,TRUE,,,established integration method
0011400001s5ESY,IMT Partnership,Customer,Low,0,CAN,,,,,flat file or unidentified method
001a000001JfKBV,"Westgate Resorts, Ltd.",Customer,High,0.49,SUB,,,TRUE,,established integration method
0011O00002GJCef,"VDA, Inc.",Customer,Low,0.02,MM,,,,TRUE,established integration method
0011400001qzQFn,Edge OFS,Customer,Low,0.04,Intl,,,,TRUE,established integration method
0011400001s5D1H,"Coca-Cola Beverages Florida, LLC",Customer,Low,0,SUB,,,TRUE,,established integration method
0011O00001yoCEx,CareMetx LLC,Customer,Medium,0.31,MM,,,,TRUE,established integration method
0011400001ckgVt,Brentwood Industries,Customer,Medium,0.33,MM,TRUE,,,,established integration method
0013000000qHwCl,"Ventas Healthcare Realty, LLC",Customer,Medium,0,ENT,TRUE,,,,established integration method
0011400001qz8gh,Recochem Inc.,Customer,High,0.6,CAN,,,,,flat file or unidentified method
001a000001PZgD6,ALL Weather At Home,Customer,Low,0.1,CAN,TRUE,,,,established integration method
0011O00002TgZ7M,"Adknowledge, Inc. (d/b/a v2 Ventures)",Customer,Low,0,SMB,,,TRUE,,established integration method
0011O00002BQtXI,Neal's Yard,Former Customer,High,,UK,,TRUE,,,established integration method
0011400001s5DR0,RJW Logistics Group,Former Customer,Churning,,MM,TRUE,TRUE,,,established integration method
0011400001ZYrey,Magic Memories Group (HQ) Ltd.,Customer,Low,0.18,Intl,TRUE,,TRUE,TRUE,established integration method
0015Y000053ANI3,ENT & Allergy Services MSO LLC,Customer,High,0.11,MM,,,,TRUE,established integration method
001OO00000SmtVCYAZ,CER Cargo Holding SE,Customer,Low,,Intl,,,,,flat file or unidentified method
0011400001qzE9e,"Artiflex Manufacturing, LLC",Former Customer,Churning,,MM,TRUE,,,,established integration method
0011400001lGw3T,"PCA Retirement & Benefits, Inc.",Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O000021K3uf,Nisum Technologies,Former Customer,Churning,,ENT,,,,TRUE,established integration method
0011O00001ylRpL,Spring Fertility,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0013000000qI05E,"Ormat Technologies, Inc.",Former Customer,High,,MM,TRUE,,,,established integration method
0011O00002GbBLM,6K,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011400001qzLEb,Children's National Hospital,Former Customer,Churning,,ENT,,,,,flat file or unidentified method
0011O00002VOwPV,Compass Datacenters,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011O00001yoCqz,UNM Foundation,Customer,High,,ENT,,TRUE,,,established integration method
001a000001Ru3jZ,Service Employees International Union,Former Customer,Churning,,MM,,,,TRUE,established integration method
0015Y00003Ym54L,"Orna Therapeutics, Inc.",Former Customer,Churning,,SMB,,,,TRUE,established integration method
0011O00001zxuZH,The Peninsula Hong Kong,Former Customer,Churning,,Intl,TRUE,,,,established integration method
001a000001Ru3eb,"InterDigital, Inc.",Former Customer,High,,MM,TRUE,,,,established integration method
0011O00001ylTH1,Sky Transportation Service Inc,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O00002VPV48,Hello Tech,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0015Y00003qW7NJ,OCMW/CPAS Brussels,Customer,Low,,Intl,,,,,flat file or unidentified method
0015Y00002YaePc,"Pelion IOT Ltd., d/b/a Pelion",Former Customer,Churning,,UK,,,,,flat file or unidentified method
0011O00002VQwaJ,Lark,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0013000000qI0EV,"MARC Community Resources, Inc.",Former Customer,Churning,,SUB,,,,,flat file or unidentified method
001OO000004o6JF,LUMA Residential,Customer,Medium,0.47,FINS,,,,,flat file or unidentified method
0011O00002OLlRB,Rural Community Assistance Corporation,Customer,Medium,0.56,MM,,TRUE,,,established integration method
0015Y00003Dllcz,"April Housing, LLC",Customer,Medium,0.01,FINS,TRUE,,TRUE,,established integration method
0011O00002GKAp3,The Corporation of the Town of Innisfil,Customer,Medium,0,CAN,,,,,flat file or unidentified method
0011O000021abJJ,Metro Supply Chain Inc.,Customer,Low,0.18,CAN,TRUE,TRUE,TRUE,,established integration method
0011400001kiHRI,YouFit Gyms,Customer,Medium,0.62,ENT,,,,TRUE,established integration method
0015Y00004vVvhX,Nyrstar Tennessee Mines – Strawberry Plains LLC,Customer,Low,0.12,CAN,,,TRUE,,established integration method
001a000001T5jdp,Biamp Systems Corporation,Customer,Churning,0.37,SUB,TRUE,,,,established integration method
0011400001ckgc2,KIPP DC,Customer,High,0.15,MM,TRUE,,,TRUE,established integration method
0011400001pYP1B,Sports Information Services Limited,Customer,Low,0.02,UK,,,,,flat file or unidentified method
0011O00002GJRIv,Buc-ee's Ltd,Customer,Low,0.31,ENT,TRUE,,,,established integration method
0015Y00003YlFqz,Marex,Customer,Low,0,UK,,,TRUE,,established integration method
0011400001qzFQs,Heifer Project International,Customer,Medium,0.02,MM,TRUE,TRUE,,,established integration method
0011400001fMm8M,GBS Corporation,Customer,Medium,0.15,MM,TRUE,,,,established integration method
0015Y00002lyP91,Monogram Health,Customer,Medium,0,ENT,,,,TRUE,established integration method
0011O00002Xfqly,BW Energy Limited,Customer,Medium,0.6,Intl,TRUE,,TRUE,,established integration method
001OO000001SNu3,Davidson Holdings,Customer,Churning,0.77,UK,,,,,flat file or unidentified method
0015Y00002ZvwIa,"Bolt Biotherapeutics, Inc.",Customer,Churning,0.8,SMB,,,,TRUE,established integration method
0013000000qHxBb,"Kirkland's, Inc.",Customer,High,0.33,MM,,,,,flat file or unidentified method
0011O000024yzaX,Nederland Instituut voor Beeld en Geluid,Customer,Low,0.23,Intl,TRUE,,TRUE,,established integration method
0011400001qz5YC,"PNC Bank, National Association",Customer,Low,0.07,UK,TRUE,,,,established integration method
0015Y00002rmJMO,Velan Studios Inc.,Customer,Low,0.01,MM,,,,TRUE,established integration method
0015Y00002ZuzIw,The GreensLedge Group LLC,Customer,Low,0.08,FINS,,,,TRUE,established integration method
0013000000qI04n,"Greystar Management Services, LP",Customer,Medium,0.03,ENT,TRUE,TRUE,TRUE,,established integration method
0011O00002HIkXa,Learning Technologies Group plc,Customer,Low,0.26,UK,TRUE,,,TRUE,established integration method
0011O000024zdrN,"Graceland/Elvis Presley Enterprises, Inc.",Customer,High,0.36,MM,TRUE,,,,established integration method
0011O00001ymVbI,Mile High United Way,Customer,Low,0.04,MM,TRUE,TRUE,,,established integration method
0011O00001zwYIF,Wiser Solutions Inc,Customer,High,0.28,MM,,,,TRUE,established integration method
0011O0000250eay,Southern Legacy of Life,Customer,Medium,0.23,SMB,,,,TRUE,established integration method
0011O000022KOOM,Weston Wood Solutions Inc,Customer,Low,0.01,CAN,,,,,flat file or unidentified method
001OO000001P3YZ,Indigo Telecom Group,Customer,Low,0.01,UK,TRUE,TRUE,,,established integration method
0011O000027BmU5,Angel of The Winds Casino,Former Customer,Churning,,MM,TRUE,,,,established integration method
001OO00000IfDa6,Vertus Capital Alliance,Customer,Low,0.09,UK,,TRUE,TRUE,,established integration method
0011O00002GJFd6,OneUnited Bank,Customer,Medium,0.05,FINS,,,,,flat file or unidentified method
0011400001pYQl1,"The National Association of Citizens Advice Bureaux, doing business as Citizens Advice, with a registration number of 1436945",Customer,Low,0.08,UK,,TRUE,,TRUE,established integration method
0015Y00002rn7y1,"Mainsail Parent, LLC, dba Aspirion",Customer,Medium,0.17,MM,,,,TRUE,established integration method
0011O000022KI5g,Saalex Corp,Customer,Low,0.48,ENT,,TRUE,,,established integration method
0013000000qHzVT,United Services Automobile Association (USAA),Former Customer,High,,SUB,,,,,flat file or unidentified method
001OO000003SZty,Flight Lease Fund Management LLC,Customer,High,,FINS,,,,,flat file or unidentified method
0011400001s5CXNAA2,Brannan Companies,Customer,Low,,MM,,,,,flat file or unidentified method
0011400001qzC3n,"Proximo Spirits, Inc.",Former Customer,High,,MM,TRUE,,,,established integration method
0011O00002HigwI,Hallmark Care Homes Group Holdings Limited,Customer,High,,UK,,,TRUE,,established integration method
001OO00000M2CA8,AMPAC Enterprises Inc. (dba All-Star Sports),Customer,Medium,,SMB,,,,TRUE,established integration method
0011400001qzOAY,"Turning Point of Central California, Inc.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002D5HI8,Make the Road New York,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y000053CFbFQAW,Fello,Customer,Low,,MM,,,,TRUE,established integration method
0011O00002OLlPs,GAN Nevada,Former Customer,Churning,,UK,,TRUE,,,established integration method
0011O00002E5XqP,SMA Technologies,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002OLsAT,Matanuska Valley Federal Credit Union,Customer,Medium,,FINS,,,TRUE,,established integration method
0013000000qHwWk,"Chick-fil-A, Inc.",Former Customer,Churning,,ENT,TRUE,,,,established integration method
0011400001egSlU,Compeer Financial,Former Customer,Churning,,FINS,,,,,flat file or unidentified method
0011O00002HsJgK,"Attorneys’ Liability Assurance Society Ltd. ""ALAS""",Customer,Low,0.09,SMB,,,,,flat file or unidentified method
00130000015eHXA,Capstone Infrastructure Corporation,Customer,Medium,0.02,CAN,TRUE,,,,established integration method
0011O00002NdtcI,Cascadia Healthcare,Customer,High,0.01,ENT,TRUE,,TRUE,,established integration method
0015Y000032IrDG,Yugo,Customer,Low,0,MM,TRUE,TRUE,TRUE,TRUE,established integration method
0015Y00004OFp8Z,JD Development Group Corp.,Customer,High,0.94,CAN,,,,,flat file or unidentified method
0011O00001ylRTW,"Tempus AI, Inc.",Customer,High,0.23,ENT,,,,TRUE,established integration method
0013000000qHw2X,Independent Electricity System Operator,Customer,Medium,0,CAN,TRUE,,TRUE,,established integration method
0015Y00002YYX8M,BetMGM,Customer,Low,0.02,MM,,,,,flat file or unidentified method
0011O00002E5EUh,Ryze Claim Solutions,Customer,High,0.62,FINS,,,,TRUE,established integration method
0011O00002GJNiG,Idaho Asphalt Supply Inc,Customer,Churning,0.1,MM,TRUE,,,,established integration method
0015Y00002wbZyn,VGC Group LP represented by 10972746 Canada Inc.,Customer,Medium,0.01,CAN,TRUE,,TRUE,TRUE,established integration method
0015Y00002yPrUz,ARRI Rental,Customer,Churning,0.63,MM,,,,,flat file or unidentified method
0011400001vaaqg,Tarana Wireless Inc,Customer,Low,0.27,MM,TRUE,,,TRUE,established integration method
0015Y00006Iew9t,Benchmark FR,Customer,Churning,0.64,SMB,,TRUE,,,established integration method
0011400001qzFEs,Jones-Onslow Electric Membership Corp.,Customer,Medium,0.72,SMB,,,,,flat file or unidentified method
0011400001s5ESp,"Pacers Basketball, LLC",Customer,High,0.4,MM,,,,,flat file or unidentified method
001a000001UxofA,Sygma Network Inc.,Customer,Low,0.03,SUB,TRUE,TRUE,,,established integration method
0011400001qzA1F,"Dulcich, Inc. dba Pacific Seafood Group",Customer,Medium,0.01,ENT,,,TRUE,,established integration method
0015Y00002ZvC4T,Storage Rentals of America,Customer,Medium,0.04,SUB,TRUE,,,,established integration method
0011400001s5C6k,Living Spaces Furniture,Customer,Low,0.01,ENT,TRUE,,,,established integration method
0015Y00003gwjQ1,Hope Media Group,Customer,Churning,0.23,MM,,,,TRUE,established integration method
0015Y000039L1uQ,Teya Services Ltd.,Customer,Low,0.06,MM,,TRUE,,,established integration method
0015Y00002Zv6Us,"Businesses United in Investing, Lending, and Development",Customer,High,0.22,MM,TRUE,TRUE,,TRUE,established integration method
0011O000027BTBM,Kodiak Cakes,Customer,Low,0.02,MM,,,TRUE,TRUE,established integration method
0011400001qzHws,Jewish Child Care Association of New York,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0015Y00002wPeLR,"Imara, Inc.",Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011400001s4xIQ,Living Water International,Customer,Medium,0,MM,TRUE,,,,established integration method
0013000000qHwEG,"Salem Media Group, Inc.",Customer,Medium,0.03,MM,TRUE,,,,established integration method
001OO00000T8KKE,Clareo Dental Management Inc.,Customer,Low,0.01,CAN,,,,TRUE,established integration method
0015Y00002xFAWm,Lactanet,Customer,Medium,0.32,CAN,,,,,flat file or unidentified method
0013000000qHwYp,Legal Aid Society,Customer,Medium,0.02,ENT,,,TRUE,,established integration method
0015Y00002ZuwfX,Mission Critical Electronics LLC,Customer,Medium,0.05,MM,,TRUE,,,established integration method
001OO0000098spF,PT Kita Bisa Indonesia,Customer,High,,Intl,,,,,flat file or unidentified method
0011O000022K2Y6,Attane,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0013000000ziVwM,AGC Glass Company North America,Former Customer,Churning,,Intl,,,,,flat file or unidentified method
0011400001qzNIxAAM,"Foley, Incorporated",Customer,Low,,ENT,,,,,flat file or unidentified method
0011O00001zxm0x,SnapLogic,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011O00002GYagt,Apex Service Partners,Former Customer,Churning,,SMB,,TRUE,,,established integration method
0011O00002G3YQl,Gargle,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011O0000250Ymd,Nikola Corporation,Former Customer,Churning,,MM,,,,TRUE,established integration method
0011400001s5D9W,"Construction Forms, Inc.",Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O00002HiIIW,Silver Hotel Group,Customer,Low,,CAN,,,,,flat file or unidentified method
0011400001s4wvnAAA,Conservation Legacy,Customer,Low,,MM,,,,,flat file or unidentified method
0011O000024zdmh,Green Thumb Industries LLC,Former Customer,Churning,,ENT,TRUE,,,,established integration method
0015Y00002lJzD6,Hello Bello,Former Customer,Churning,,MM,,,,,flat file or unidentified method
0011O0000241twx,City of Edmonton Library Board,Former Customer,Churning,,CAN,,,,,flat file or unidentified method
0011O00002519dR,Carbon Lighthouse,Former Customer,High,,MM,,,,,flat file or unidentified method
0015Y00002g1uw3,Web Presence In China,Former Customer,Low,,CAN,,,,,flat file or unidentified method
0011400001ikXOr,"Global DATA Systems, Inc.",Former Customer,Churning,,MM,,,,TRUE,established integration method
0011400001pYR0L,United Response,Former Customer,High,,UK,,,,,flat file or unidentified method
0011O00002VPBaa,Boundless Bio Inc.,Former Customer,Churning,,SMB,,,,,flat file or unidentified method
0011400001rM7vf,GetSmarter,Former Customer,Churning,,Intl,,,,,flat file or unidentified method
0011O00002BSulH,SRS Acquiom Holdings LLC,Former Customer,Churning,,FINS,TRUE,,,,established integration method
0015Y00002uN3gf,Gresham Technologies (UK) Limited,Former Customer,Churning,,UK,,,,TRUE,established integration method
0015Y00004T7nLK,Bam Interbuild,Customer,Medium,,Intl,TRUE,TRUE,TRUE,,established integration method
0011O000022KOY2,WorkTango,Former Customer,Churning,,CAN,,,,TRUE,established integration method
0011400001s4wvs,Consumer Bankers Association,Customer,Low,0.86,SMB,,,,TRUE,established integration method
